id,reference,species,group,guild,biome,distance,human_dens,body_mass,treatment_n,control_n,treatment_mean,control_mean,treatment_sd,control_sd,rr,var
1560,"Topp-J?rgensen et al., 2009","Philantomba monticola, Neotragus moschatus",Mammals,Frug,Montane forest,3.76,15.77,5.7,1,1,3,45.3,1.732,6.731,-2.711,0.355
1561,"Topp-J?rgensen et al., 2009",Potamochoerus larvatus,Mammals,Omn,Montane forest,3.76,15.77,48.78,1,1,1.5,11,1.225,3.317,-1.991,0.758
1562,"Topp-J?rgensen et al., 2009",Procolobus gordonorum,Mammals,Herb,Montane forest,3.76,15.77,8.59,10,22,0.24,0.52,0.194,0.335,-0.773,0.084
1563,"Topp-J?rgensen et al., 2009",Cephalophus harveyi,Mammals,Herb,Montane forest,7.39,16.97,14.5,1,1,11.9,22.8,3.45,4.775,-0.65,0.128
1564,"Topp-J?rgensen et al., 2009",Cephalophus spadix,Mammals,Herb,Montane forest,7.39,16.97,56,1,1,0.2,16.9,0.447,4.111,-4.415,5.059
1565,"Topp-J?rgensen et al., 2009",Cercopithecus mitis,Mammals,Frug,Montane forest,7.39,16.97,5,19,22,0.28,0.64,0.267,0.359,-0.826,0.062
1566,"Topp-J?rgensen et al., 2009",Colobus angolensis,Mammals,Herb,Montane forest,7.39,16.97,9.85,19,22,0.46,0.57,0.311,0.359,-0.214,0.042
1567,"Topp-J?rgensen et al., 2009",Cricetomys gambianus,Mammals,Omn,Montane forest,7.39,16.97,1.27,1,1,2.45,2.11,1.565,1.453,0.15,0.882
1568,"Topp-J?rgensen et al., 2009",Orycteropus afer,Mammals,Inver,Montane forest,7.39,16.97,52.35,1,1,0.49,1.41,0.7,1.187,-1.056,2.75
1569,"Topp-J?rgensen et al., 2009","Philantomba monticola, Neotragus moschatus",Mammals,Frug,Montane forest,7.39,16.97,5.7,1,1,19,45.3,4.359,6.731,-0.868,0.075
1570,"Topp-J?rgensen et al., 2009",Potamochoerus larvatus,Mammals,Omn,Montane forest,7.39,16.97,48.78,1,1,1.2,11,1.095,3.317,-2.213,0.924
1571,"Topp-J?rgensen et al., 2009",Procolobus gordonorum,Mammals,Herb,Montane forest,7.39,16.97,8.59,19,22,0.23,0.52,0.245,0.335,-0.815,0.078
1572,Urquiza-Haas et al. 2011,Crypturellus spp.,Birds,Frug,Tropical forest,3.5,5.37,0.4,25,31,1.39,1.13,1.179,1.063,0.208,0.057
1573,Urquiza-Haas et al. 2011,Ortalis vetula,Birds,Frug,Tropical forest,3.5,5.37,0.56,25,31,7.08,9.57,2.661,3.094,-0.3,0.009
1574,Urquiza-Haas et al. 2011,Ramphastos sulfuratus,Birds,Frug,Tropical forest,3.5,5.37,0.41,25,31,0.11,0.35,0.332,0.592,-1.153,0.456
1575,Urquiza-Haas et al. 2011,Dasyprocta punctata,Mammals,Omn,Tropical forest,3.5,5.37,2.67,25,31,0.11,0.35,0.332,0.592,-1.157,0.456
1576,Urquiza-Haas et al. 2011,Mazama americana and M. pandora,Mammals,Herb,Tropical forest,3.5,5.37,16.5,25,31,0.64,0.17,0.8,0.412,1.326,0.252
1577,Urquiza-Haas et al. 2011,Nasua narica,Mammals,Frug,Tropical forest,3.5,5.37,4.03,25,31,0.21,0.35,0.458,0.592,-0.51,0.283
1578,Urquiza-Haas et al. 2011,Odocoileus virginianus,Mammals,Herb,Tropical forest,3.5,5.37,55.51,25,31,0.32,0.52,0.566,0.721,-0.485,0.187
1579,Urquiza-Haas et al. 2011,Pecari tajacu,Mammals,Herb,Tropical forest,3.5,5.37,21.27,25,31,0.43,0.35,0.656,0.592,0.206,0.185
1580,Urquiza-Haas et al. 2011,Sciurus spp,Mammals,Frug,Tropical forest,3.5,5.37,0.6,25,31,1.72,1.48,1.311,1.217,0.151,0.045
1581,Urquiza-Haas et al. 2011,Crypturellus spp.,Birds,Frug,Tropical forest,3.5,7.72,0.4,32,31,0.57,1.13,0.755,1.063,-0.682,0.083
1582,Urquiza-Haas et al. 2011,Meleagris ocellata,Birds,Omn,Tropical forest,3.5,7.72,5.53,32,31,0.08,0.43,0.283,0.656,-1.675,0.466
1583,Urquiza-Haas et al. 2011,Ortalis vetula,Birds,Frug,Tropical forest,3.5,7.72,0.56,32,31,9.98,9.57,3.159,3.094,0.043,0.007
1584,Urquiza-Haas et al. 2011,Ramphastos sulfuratus,Birds,Frug,Tropical forest,3.5,7.72,0.41,32,31,1.64,0.35,1.281,0.592,1.545,0.111
1585,Urquiza-Haas et al. 2011,Dasyprocta punctata,Mammals,Omn,Tropical forest,3.5,7.72,2.67,32,31,1.47,0.35,1.212,0.592,1.435,0.113
1586,Urquiza-Haas et al. 2011,Mazama americana and M. pandora,Mammals,Herb,Tropical forest,3.5,7.72,16.5,32,31,0.08,0.17,0.283,0.412,-0.753,0.58
1587,Urquiza-Haas et al. 2011,Nasua narica,Mammals,Frug,Tropical forest,3.5,7.72,4.03,32,31,0.74,0.35,0.86,0.592,0.749,0.134
1588,Urquiza-Haas et al. 2011,Odocoileus virginianus,Mammals,Herb,Tropical forest,3.5,7.72,55.51,32,31,0.25,0.52,0.5,0.721,-0.732,0.187
1589,Urquiza-Haas et al. 2011,Pecari tajacu,Mammals,Herb,Tropical forest,3.5,7.72,21.27,32,31,0.08,0.35,0.283,0.592,-1.475,0.483
1590,Urquiza-Haas et al. 2011,Sciurus spp,Mammals,Frug,Tropical forest,3.5,7.72,0.6,32,31,4.26,1.48,2.064,1.217,1.057,0.029
1591,Urquiza-Haas et al. 2011,Crax rubra,Birds,Frug,Tropical forest,3.5,3.36,4.13,30,29,0.18,0.36,0.424,0.6,-0.691,0.281
1592,Urquiza-Haas et al. 2011,Crax rubra,Birds,Frug,Tropical forest,3.5,3.36,4.13,30,29,0.44,0.36,0.663,0.6,0.202,0.172
1593,Urquiza-Haas et al. 2011,Crypturellus spp.,Birds,Frug,Tropical forest,3.5,3.36,0.4,30,29,0.35,1,0.592,1,-1.046,0.13
1594,Urquiza-Haas et al. 2011,Crypturellus spp.,Birds,Frug,Tropical forest,3.5,3.36,0.4,30,29,1.67,1,1.292,1,0.514,0.054
1595,Urquiza-Haas et al. 2011,Meleagris ocellata,Birds,Omn,Tropical forest,3.5,3.36,5.53,30,29,0.18,0.36,0.424,0.6,-0.691,0.281
1596,Urquiza-Haas et al. 2011,Meleagris ocellata,Birds,Omn,Tropical forest,3.5,3.36,5.53,30,29,0.35,0.36,0.592,0.6,-0.027,0.191
1597,Urquiza-Haas et al. 2011,Ortalis vetula,Birds,Frug,Tropical forest,3.5,3.36,0.56,30,29,2.02,1.9,1.421,1.378,0.062,0.035
1598,Urquiza-Haas et al. 2011,Ortalis vetula,Birds,Frug,Tropical forest,3.5,3.36,0.56,30,29,2.19,1.9,1.48,1.378,0.143,0.033
1599,Urquiza-Haas et al. 2011,Ramphastos sulfuratus,Birds,Frug,Tropical forest,3.5,3.36,0.41,30,29,2.02,4.09,1.421,2.022,-0.703,0.025
1600,Urquiza-Haas et al. 2011,Ramphastos sulfuratus,Birds,Frug,Tropical forest,3.5,3.36,0.41,30,29,2.28,4.09,1.51,2.022,-0.582,0.023
1601,Urquiza-Haas et al. 2011,Alouatta pigra,Mammals,Herb,Tropical forest,3.5,3.36,7,30,29,0.09,0.09,0.3,0.3,0,0.754
1602,Urquiza-Haas et al. 2011,Ateles geoffroyi,Mammals,Frug,Tropical forest,3.5,3.36,5.28,30,29,0.09,0.45,0.3,0.671,-1.608,0.447
1603,Urquiza-Haas et al. 2011,Ateles geoffroyi,Mammals,Frug,Tropical forest,3.5,3.36,5.28,30,29,0.09,0.45,0.3,0.671,-1.608,0.447
1604,Urquiza-Haas et al. 2011,Dasyprocta punctata,Mammals,Omn,Tropical forest,3.5,3.36,2.67,30,29,0.09,0.91,0.3,0.954,-2.311,0.408
1605,Urquiza-Haas et al. 2011,Dasyprocta punctata,Mammals,Omn,Tropical forest,3.5,3.36,2.67,30,29,0.26,0.91,0.51,0.954,-1.252,0.166
1606,Urquiza-Haas et al. 2011,Mazama americana and M. pandora,Mammals,Herb,Tropical forest,3.5,3.36,16.5,30,29,0.18,0.64,0.424,0.8,-1.268,0.239
1607,Urquiza-Haas et al. 2011,Nasua narica,Mammals,Frug,Tropical forest,3.5,3.36,4.03,30,29,0.7,2.73,0.837,1.652,-1.36,0.06
1608,Urquiza-Haas et al. 2011,Nasua narica,Mammals,Frug,Tropical forest,3.5,3.36,4.03,30,29,0.79,2.73,0.889,1.652,-1.239,0.055
1609,Urquiza-Haas et al. 2011,Odocoileus virginianus,Mammals,Herb,Tropical forest,3.5,3.36,55.51,30,29,0.09,0.18,0.3,0.424,-0.693,0.562
1610,Urquiza-Haas et al. 2011,Odocoileus virginianus,Mammals,Herb,Tropical forest,3.5,3.36,55.51,30,29,0.09,0.18,0.3,0.424,-0.693,0.562
1611,Urquiza-Haas et al. 2011,Pecari tajacu,Mammals,Herb,Tropical forest,3.5,3.36,21.27,30,29,0.09,0.27,0.3,0.52,-1.098,0.498
1612,Urquiza-Haas et al. 2011,Pecari tajacu,Mammals,Herb,Tropical forest,3.5,3.36,21.27,30,29,0.09,0.27,0.3,0.52,-1.098,0.498
1613,Urquiza-Haas et al. 2011,Sciurus spp,Mammals,Frug,Tropical forest,3.5,3.36,0.6,30,29,3.51,3,1.873,1.732,0.157,0.021
1614,Urquiza-Haas et al. 2011,Sciurus spp,Mammals,Frug,Tropical forest,3.5,3.36,0.6,30,29,5.7,3,2.387,1.732,0.642,0.017
1615,Urquiza-Haas et al. 2011,Tamandua mexicana,Mammals,Inver,Tropical forest,3.5,3.36,4.21,30,29,0.18,0.09,0.424,0.3,0.693,0.568
1616,Urquiza-Haas et al. 2011,Crypturellus spp.,Birds,Frug,Tropical forest,3.5,14.99,0.4,30,29,1.89,1,1.375,1,0.637,0.052
1617,Urquiza-Haas et al. 2011,Meleagris ocellata,Birds,Omn,Tropical forest,3.5,14.99,5.53,30,29,0.54,0.36,0.735,0.6,0.406,0.158
1618,Urquiza-Haas et al. 2011,Ortalis vetula,Birds,Frug,Tropical forest,3.5,14.99,0.56,30,29,1.53,1.9,1.237,1.378,-0.215,0.04
1619,Urquiza-Haas et al. 2011,Ateles geoffroyi,Mammals,Frug,Tropical forest,3.5,14.99,5.28,30,29,2.43,0.45,1.559,0.671,1.686,0.09
1620,Urquiza-Haas et al. 2011,Dasyprocta punctata,Mammals,Omn,Tropical forest,3.5,14.99,2.67,30,29,0.81,0.91,0.9,0.954,-0.116,0.079
1621,Urquiza-Haas et al. 2011,Mazama americana and M. pandora,Mammals,Herb,Tropical forest,3.5,14.99,16.5,30,29,0.09,0.64,0.3,0.8,-1.96,0.424
1622,Urquiza-Haas et al. 2011,Nasua narica,Mammals,Frug,Tropical forest,3.5,14.99,4.03,30,29,0.81,2.73,0.9,1.652,-1.214,0.054
1623,Urquiza-Haas et al. 2011,Odocoileus virginianus,Mammals,Herb,Tropical forest,3.5,14.99,55.51,30,29,1.08,0.18,1.039,0.424,1.792,0.222
1624,Urquiza-Haas et al. 2011,Pecari tajacu,Mammals,Herb,Tropical forest,3.5,14.99,21.27,30,29,0.09,0.27,0.3,0.52,-1.098,0.498
1625,Urquiza-Haas et al. 2011,Sciurus spp,Mammals,Frug,Tropical forest,3.5,14.99,0.6,30,29,5.32,3,2.307,1.732,0.573,0.018
1626,"Van Vliet and Nasi, 2008","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi",Mammals,Herb,Tropical forest,1.5,0.49,17.07,159,159,0.029,0.093,0.008,0.026,-1.158,0.001
1627,"Van Vliet and Nasi, 2008","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi",Mammals,Herb,Tropical forest,5,0.49,17.07,159,159,0.036,0.093,0.016,0.026,-0.958,0.002
1628,"Van Vliet and Nasi, 2008","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi",Mammals,Herb,Tropical forest,8.5,0.49,17.07,159,159,0.075,0.093,0.004,0.026,-0.223,0.001
1629,"Van Vliet and Nasi, 2008",Cephalophus silvicultor,Mammals,Herb,Tropical forest,1.5,0.49,72.5,159,159,0.015,0.022,0.003,0.009,-0.392,0.001
1630,"Van Vliet and Nasi, 2008",Cephalophus silvicultor,Mammals,Herb,Tropical forest,5,0.49,72.5,159,159,0.012,0.022,0.005,0.009,-0.657,0.002
1631,"Van Vliet and Nasi, 2008",Cephalophus silvicultor,Mammals,Herb,Tropical forest,8.5,0.49,72.5,159,159,0.005,0.022,0.005,0.009,-1.551,0.008
1632,"Van Vliet and Nasi, 2008","Cercopithecus cephus, C. nictitans, C. pogonias and Lophocebus albigena",Mammals,Frug,Tropical forest,1.5,0.49,4.92,159,159,0.027,0.026,0.004,0.012,0.038,0.001
1633,"Van Vliet and Nasi, 2008","Cercopithecus cephus, C. nictitans, C. pogonias and Lophocebus albigena",Mammals,Frug,Tropical forest,5,0.49,4.92,159,159,0.045,0.026,0.009,0.012,0.537,0.002
1634,"Van Vliet and Nasi, 2008","Cercopithecus cephus, C. nictitans, C. pogonias and Lophocebus albigena",Mammals,Frug,Tropical forest,8.5,0.49,4.92,159,159,0.043,0.026,0.015,0.012,0.485,0.002
1635,"Van Vliet and Nasi, 2008",Loxodonta africana,Mammals,Herb,Tropical forest,1.5,0.49,3940.03,159,159,0.073,0.071,0.005,0.021,0.025,0.001
1636,"Van Vliet and Nasi, 2008",Loxodonta africana,Mammals,Herb,Tropical forest,5,0.49,3940.03,159,159,0.064,0.071,0.012,0.021,-0.114,0.001
1637,"Van Vliet and Nasi, 2008",Loxodonta africana,Mammals,Herb,Tropical forest,8.5,0.49,3940.03,159,159,0.084,0.071,0.008,0.021,0.166,0.001
1638,"Van Vliet and Nasi, 2008",Philantomba monticola,Mammals,Frug,Tropical forest,1.5,0.49,4.9,159,159,0.018,0.027,0.006,0.009,-0.429,0.001
1639,"Van Vliet and Nasi, 2008",Philantomba monticola,Mammals,Frug,Tropical forest,5,0.49,4.9,159,159,0.021,0.027,0.007,0.009,-0.282,0.001
1640,"Van Vliet and Nasi, 2008",Philantomba monticola,Mammals,Frug,Tropical forest,8.5,0.49,4.9,159,159,0.033,0.027,0.007,0.009,0.194,0.001
1641,"Vinitpornsawan, 2013",Bos gaurus,Mammals,Herb,Tropical forest,7,4.73,825,10,10,0.06,0.43,0.242,0.387,-1.968,1.708
1642,"Vinitpornsawan, 2013",Bos gaurus,Mammals,Herb,Tropical forest,8,4.73,825,10,10,0.06,0.43,0.242,0.387,-1.968,1.708
1643,"Vinitpornsawan, 2013",Bos gaurus,Mammals,Herb,Tropical forest,9,4.73,825,10,10,0.17,0.43,0.331,0.387,-0.927,0.46
1644,"Vinitpornsawan, 2013",Elephas maximus,Mammals,Herb,Tropical forest,8,4.73,2915.04,10,10,0.13,0.43,0.25,0.29,-1.195,0.416
1645,"Vinitpornsawan, 2013",Elephas maximus,Mammals,Herb,Tropical forest,9,4.73,2915.04,10,10,0.23,0.43,0.29,0.29,-0.625,0.205
1646,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,1,4.73,15.93,10,10,0.56,5.7,1.557,2.202,-2.318,0.788
1647,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,2,4.73,15.93,10,10,2.03,5.7,2.202,2.202,-1.032,0.133
1648,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,3,4.73,15.93,10,10,2.41,5.7,2.202,2.202,-0.86,0.098
1649,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,4,4.73,15.93,10,10,3.95,5.7,2.202,2.202,-0.366,0.046
1650,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,5,4.73,15.93,10,10,4.82,5.7,2.202,2.202,-0.167,0.036
1651,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,6,4.73,15.93,10,10,4.9,5.7,2.202,2.202,-0.151,0.035
1652,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,7,4.73,15.93,10,10,4.84,5.7,2.202,2.202,-0.163,0.036
1653,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,8,4.73,15.93,10,10,4.83,5.7,2.194,2.202,-0.165,0.036
1654,"Vinitpornsawan, 2013",Muntiacus muntjak,Mammals,Herb,Tropical forest,9,4.73,15.93,10,10,5.31,5.7,2.202,2.202,-0.071,0.032
1655,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,2,4.73,177.52,10,10,0.46,5.54,1.928,3.114,-2.485,1.788
1656,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,3,4.73,177.52,10,10,0.89,5.54,2.275,3.114,-1.827,0.685
1657,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,4,4.73,177.52,10,10,1.77,5.54,2.985,3.114,-1.14,0.316
1658,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,5,4.73,177.52,10,10,3.7,5.54,3.114,3.114,-0.403,0.102
1659,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,6,4.73,177.52,10,10,3.46,5.54,3.114,3.114,-0.47,0.113
1660,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,7,4.73,177.52,10,10,3.68,5.54,3.106,3.114,-0.409,0.103
1661,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,8,4.73,177.52,10,10,4.14,5.54,3.114,3.114,-0.291,0.088
1662,"Vinitpornsawan, 2013",Rusa unicolor,Mammals,Herb,Tropical forest,9,4.73,177.52,10,10,5.32,5.54,3.114,3.114,-0.04,0.066
1663,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,1,4.73,96.12,10,10,1.11,9.31,2.791,3.783,-2.125,0.649
1664,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,2,4.73,96.12,10,10,1.02,9.31,2.711,3.783,-2.209,0.723
1665,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,3,4.73,96.12,10,10,1.84,9.31,3.38,3.783,-1.62,0.354
1666,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,4,4.73,96.12,10,10,2.83,9.31,3.783,3.783,-1.19,0.195
1667,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,5,4.73,96.12,10,10,3.7,9.31,3.775,3.783,-0.922,0.121
1668,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,6,4.73,96.12,10,10,4.37,9.31,3.783,3.783,-0.756,0.091
1669,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,7,4.73,96.12,10,10,5.46,9.31,3.783,3.783,-0.533,0.065
1670,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,8,4.73,96.12,10,10,6.3,9.31,3.775,3.783,-0.39,0.052
1671,"Vinitpornsawan, 2013",Sus scrofa,Mammals,Herb,Tropical forest,9,4.73,96.12,10,10,8.39,9.31,3.775,3.783,-0.104,0.037
1672,"Vinitpornsawan, 2013",Tapirus indicus,Mammals,Herb,Tropical forest,5,4.73,296.25,10,10,0.08,2.62,0.395,0.662,-3.48,2.448
1673,"Vinitpornsawan, 2013",Tapirus indicus,Mammals,Herb,Tropical forest,6,4.73,296.25,10,10,0.07,2.62,0.387,0.662,-3.613,3.066
1674,"Vinitpornsawan, 2013",Tapirus indicus,Mammals,Herb,Tropical forest,7,4.73,296.25,10,10,0.2,2.62,0.492,0.662,-2.569,0.612
1675,"Vinitpornsawan, 2013",Tapirus indicus,Mammals,Herb,Tropical forest,8,4.73,296.25,10,10,1.08,2.62,0.662,0.662,-0.886,0.044
1676,"Vinitpornsawan, 2013",Tapirus indicus,Mammals,Herb,Tropical forest,9,4.73,296.25,10,10,2.12,2.62,0.662,0.662,-0.211,0.016
1677,"Wang et al., 2007",Cercopithecus cephus,Mammals,Frug,Tropical forest,2.9,4.51,3.48,10,11,0.846,0.437,2.266,0.566,0.66,0.869
1678,"Wang et al., 2007",Cercopithecus pogonias,Mammals,Frug,Tropical forest,2.9,4.51,3.76,10,11,0.208,1.607,0.798,1.565,-2.042,1.557
1679,"Wang et al., 2007",Lophocebus albigena,Mammals,Omn,Tropical forest,2.9,4.51,7.69,10,11,0.018,1.823,0.166,1.644,-4.597,8.695
1680,"Wilkie et al., 1990","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons",Mammals,Herb,Tropical forest,1.5,3.54,16.74,61,62,4.92,5.1,2.218,2.258,-0.036,0.006
1681,"Wilkie et al., 1990",Cephalophus silvicultor,Mammals,Herb,Tropical forest,1.5,3.54,72.5,61,62,0.66,1.87,0.812,1.368,-1.041,0.033
1682,"Wilkie et al., 1990",Civettictis civetta,Mammals,Carn,Tropical forest,1.5,3.54,12,61,62,0.75,0.13,0.866,0.361,1.753,0.146
1683,"Wilkie et al., 1990",Genetta spp,Mammals,Carn,Tropical forest,1.5,3.54,1.84,61,62,0.02,0.06,0.141,0.245,-1.098,1.088
1684,"Wilkie et al., 1990",Herpestidae spp,Mammals,Carn,Tropical forest,1.5,3.54,2.11,61,62,0.13,0.11,0.361,0.332,0.167,0.273
1685,"Wilkie et al., 1990",Hyemoschus aquaticus,Mammals,Frug,Tropical forest,1.5,3.54,10.85,61,62,0.29,0.06,0.539,0.245,1.576,0.325
1686,"Wilkie et al., 1990",Hylochoerus meinertzhageni,Mammals,Herb,Tropical forest,1.5,3.54,188.5,61,62,0.02,0.24,0.141,0.49,-2.482,0.887
1687,"Wilkie et al., 1990",Neotragus batesi,Mammals,Herb,Tropical forest,1.5,3.54,3,61,62,1.49,1.55,1.221,1.245,-0.039,0.021
1688,"Wilkie et al., 1990",Pan troglodytes,Mammals,Frug,Tropical forest,1.5,3.54,42.5,61,62,0.13,0.19,0.361,0.436,-0.379,0.211
1689,"Wilkie et al., 1990",Panthera pardus,Mammals,Carn,Tropical forest,1.5,3.54,52.04,61,62,0.07,0.31,0.265,0.557,-1.487,0.286
1690,"Wilkie et al., 1990",Papio anubis,Mammals,Omn,Tropical forest,1.5,3.54,17.73,61,62,0.33,0.02,0.575,0.141,2.803,0.856
1691,"Wilkie et al., 1990",Philantomba monticola,Mammals,Frug,Tropical forest,1.5,3.54,4.9,61,62,3.36,5.01,1.833,2.238,-0.399,0.008
1692,"Wilkie et al., 1990",Potamochoerus porcus,Mammals,Omn,Tropical forest,1.5,3.54,70,61,62,2.1,1,1.449,1,0.742,0.024
1693,"Wright et al., 2000",Alouatta palliata,Mammals,Herb,Tropical forest,5.3,2.07,7.27,18,17,0.326,0.747,0.571,0.864,-0.829,0.249
1694,"Wright et al., 2000",Cebus capuchinus,Mammals,Omn,Tropical forest,5.3,2.07,2.73,18,17,0.112,0.241,0.335,0.491,-0.764,0.738
1695,"Wright et al., 2000",Dasyprocta punctata,Mammals,Omn,Tropical forest,5.3,2.07,2.67,18,17,24.856,98.844,4.986,9.942,-1.379,0.003
1696,"Wright et al., 2000",Didelphis marsupialis,Mammals,Carn,Tropical forest,5.3,2.07,1.09,18,17,0.131,0.478,0.362,0.691,-1.292,0.546
1697,"Wright et al., 2000",Mazama americana and Odocoileus virginianus,Mammals,Herb,Tropical forest,5.3,2.07,39.15,18,17,0.711,2.41,0.843,1.553,-1.22,0.103
1698,"Wright et al., 2000",Nasua narica,Mammals,Frug,Tropical forest,5.3,2.07,4.03,18,17,2.428,56.879,1.558,7.542,-3.148,0.024
1699,"Wright et al., 2000",Pecari tajacu,Mammals,Herb,Tropical forest,5.3,2.07,21.27,18,17,0.566,6.838,0.753,2.615,-2.488,0.107
1700,"Wright et al., 2000",Proechimys semispinosus,Mammals,Herb,Tropical forest,5.3,2.07,0.36,18,17,1.471,3.157,1.213,1.777,-0.763,0.056
1701,"Wright et al., 2000",Saguinus geoffroyi,Mammals,Omn,Tropical forest,5.3,2.07,0.49,18,17,0.009,0.023,0.096,0.152,-0.916,8.503
1702,"Wright et al., 2000",Sciurus granatensis,Mammals,Frug,Tropical forest,5.3,2.07,0.25,18,17,20,37.012,4.472,6.084,-0.615,0.004
1703,"Wright et al., 2000",Tamandua mexicana,Mammals,Inver,Tropical forest,5.3,2.07,4.21,18,17,1.647,3.324,1.284,1.823,-0.701,0.051
1704,"Wright et al., 2000",Alouatta palliata,Mammals,Herb,Tropical forest,4,62.96,7.27,12,17,1.167,0.747,1.08,0.864,0.446,0.15
1705,"Wright et al., 2000",Cebus capuchinus,Mammals,Omn,Tropical forest,4,62.96,2.73,12,17,0.283,0.241,0.532,0.491,0.16,0.538
1706,"Wright et al., 2000",Dasyprocta punctata,Mammals,Omn,Tropical forest,4,62.96,2.67,12,17,39.884,98.844,6.315,9.942,-0.907,0.003
1707,"Wright et al., 2000",Didelphis marsupialis,Mammals,Carn,Tropical forest,4,62.96,1.09,12,17,0.272,0.478,0.521,0.691,-0.564,0.43
1708,"Wright et al., 2000",Mazama americana and Odocoileus virginianus,Mammals,Herb,Tropical forest,4,62.96,39.15,12,17,1.491,2.41,1.221,1.553,-0.48,0.08
1709,"Wright et al., 2000",Nasua narica,Mammals,Frug,Tropical forest,4,62.96,4.03,12,17,20.462,56.879,4.524,7.542,-1.022,0.005
1710,"Wright et al., 2000",Pecari tajacu,Mammals,Herb,Tropical forest,4,62.96,21.27,12,17,2.873,6.838,1.695,2.615,-0.867,0.038
1711,"Wright et al., 2000",Proechimys semispinosus,Mammals,Herb,Tropical forest,4,62.96,0.36,12,17,1.82,3.157,1.349,1.777,-0.55,0.064
1712,"Wright et al., 2000",Saguinus geoffroyi,Mammals,Omn,Tropical forest,4,62.96,0.49,12,17,0.114,0.023,0.338,0.152,1.589,3.261
1713,"Wright et al., 2000",Sciurus granatensis,Mammals,Frug,Tropical forest,4,62.96,0.25,12,17,25.977,37.012,5.097,6.084,-0.354,0.005
1714,"Wright et al., 2000",Tamandua mexicana,Mammals,Inver,Tropical forest,4,62.96,4.21,12,17,3.208,3.324,1.791,1.823,-0.035,0.044
1715,"Wright et al., 2000",Alouatta palliata,Mammals,Herb,Tropical forest,2,97.71,7.27,14,17,0.338,0.747,0.581,0.864,-0.793,0.29
1716,"Wright et al., 2000",Cebus capuchinus,Mammals,Omn,Tropical forest,2,97.71,2.73,14,17,0.028,0.241,0.168,0.491,-2.146,2.779
1717,"Wright et al., 2000",Dasyprocta punctata,Mammals,Omn,Tropical forest,2,97.71,2.67,14,17,8.671,98.844,2.945,9.942,-2.431,0.009
1718,"Wright et al., 2000",Didelphis marsupialis,Mammals,Carn,Tropical forest,2,97.71,1.09,14,17,0.497,0.478,0.705,0.691,0.039,0.267
1719,"Wright et al., 2000",Mazama americana and Odocoileus virginianus,Mammals,Herb,Tropical forest,2,97.71,39.15,14,17,0.451,2.41,0.671,1.553,-1.675,0.183
1720,"Wright et al., 2000",Nasua narica,Mammals,Frug,Tropical forest,2,97.71,4.03,14,17,1.04,56.879,1.02,7.542,-3.987,0.07
1721,"Wright et al., 2000",Pecari tajacu,Mammals,Herb,Tropical forest,2,97.71,21.27,14,17,1.861,6.838,1.364,2.615,-1.3,0.047
1722,"Wright et al., 2000",Proechimys semispinosus,Mammals,Herb,Tropical forest,2,97.71,0.36,14,17,0.025,3.157,0.157,1.777,-4.818,2.912
1723,"Wright et al., 2000",Saguinus geoffroyi,Mammals,Omn,Tropical forest,2,97.71,0.49,14,17,0.242,0.023,0.492,0.152,2.342,2.825
