"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"564",564,"Endo et al 2010","Pecari tajacu","Mammals","Herb","Tropical forest",30,0.08,21.27,0.46126146574987,0.1087932942733
"565",565,"Endo et al 2010","Pecari tajacu","Mammals","Herb","Tropical forest",2.7,0.08,21.27,0.411251045175208,0.11357622431296
"566",566,"Endo et al 2010","Saguinus fuscicollis","Mammals","Omn","Tropical forest",2.7,0.08,0.39,-2.30822951061372,0.0024
"567",567,"Endo et al 2010","Saguinus fuscicollis","Mammals","Omn","Tropical forest",30,0.08,0.39,-0.343627228546257,0.0024
"568",568,"Endo et al 2010","Saguinus fuscicollis","Mammals","Omn","Tropical forest",2.7,0.08,0.39,-0.365018418527574,0.0024
"569",569,"Endo et al 2010","Saimiri boliviensis","Mammals","Omn","Tropical forest",2.7,0.08,0.62,-1.99129315490313,0.0228187714281277
"570",570,"Endo et al 2010","Saimiri boliviensis","Mammals","Omn","Tropical forest",30,0.08,0.62,-0.998041381892848,0.0228187714281277
"571",571,"Endo et al 2010","Sapajus apella","Mammals","Omn","Tropical forest",2.7,0.08,2.5,-1.61276570252677,0.00232079734587183
"572",572,"Endo et al 2010","Sapajus apella","Mammals","Omn","Tropical forest",30,0.08,2.5,-0.663685147829629,0.00232206650993704
"573",573,"Endo et al 2010","Sapajus apella","Mammals","Omn","Tropical forest",2.7,0.08,2.5,-0.988611393453781,0.00232149983311672
"574",574,"Endo et al 2010","Sciurus spadiceus and S.sanborni.","Mammals","Frug","Tropical forest",2.7,0.08,0.27,-0.0892311337279426,0.0602507073666468
"575",575,"Endo et al 2010","Sciurus spadiceus and S.sanborni.","Mammals","Frug","Tropical forest",30,0.08,0.27,0.884069852862992,0.0568430793568251
"576",576,"Endo et al 2010","Sciurus spadiceus and S.sanborni.","Mammals","Frug","Tropical forest",2.7,0.08,0.27,-1.88499862435354,0.145708321055673
"577",577,"Endo et al 2010","Tapirus terrestris","Mammals","Herb","Tropical forest",2.7,0.08,207.5,0.693147180559945,12.5046354166667
"578",578,"Endo et al 2010","Tayassu pecari","Mammals","Frug","Tropical forest",2.7,0.08,32.23,-1.31945434299404,0.096826660900143
"579",579,"Endo et al 2010","Tayassu pecari","Mammals","Frug","Tropical forest",30,0.08,32.23,-0.858108776491419,0.101672861843899
"580",580,"Endo et al 2010","Tayassu pecari","Mammals","Frug","Tropical forest",2.7,0.08,32.23,-2.98200208074209,0.363536440923924
"581",581,"Endo et al 2010","Callicebus brunneus","Mammals","Omn","Tropical forest",2.7,0.08,0.99,-0.951558870711613,0.00976193661469766
"582",582,"Espinosa-Andrade 2012","Mitu salvini","Birds","Frug","Tropical forest",16.5,0.25,3.1,-0.60875703705019,0.0177724375967423
"583",583,"Espinosa-Andrade 2012","Nothocrax urumutum","Birds","Frug","Tropical forest",16.5,0.25,1.7,0.843970070294529,0.433006656367729
"584",584,"Espinosa-Andrade 2012","Penelope jacquacu","Birds","Frug","Tropical forest",16.5,0.25,1.49,3.18267277620424,1.48048189005944
"585",585,"Espinosa-Andrade 2012","Psophia crepitans","Birds","Frug","Tropical forest",16.5,0.25,1.03,0.0377288203705612,0.0059788767961099
"586",586,"Espinosa-Andrade 2012","Atelocynus microtis","Mammals","Carn","Tropical forest",16.5,0.25,7.75,-0.430623667744319,0.206860892718631
"587",587,"Espinosa-Andrade 2012","Cuniculus paca","Mammals","Omn","Tropical forest",16.5,0.25,8.17,0.531024958396541,0.052253001090712
"588",588,"Espinosa-Andrade 2012","Dasyprocta fuliginosa","Mammals","Omn","Tropical forest",16.5,0.25,3.5,-0.0705507907667828,0.00891372163792639
"589",589,"Espinosa-Andrade 2012","Dasypus novemcinctus","Mammals","Inver","Tropical forest",16.5,0.25,4.2,1.01794691596823,0.0494204678987739
"590",590,"Espinosa-Andrade 2012","Didelphis marsupialis","Mammals","Carn","Tropical forest",16.5,0.25,1.09,1.65239166730338,0.0606863851110102
"591",591,"Espinosa-Andrade 2012","Eira barbara","Mammals","Carn","Tropical forest",16.5,0.25,3.91,1.30637241910075,0.143136106507674
"592",592,"Espinosa-Andrade 2012","Leopardus pardalis","Mammals","Carn","Tropical forest",16.5,0.25,11.9,-0.344055171634701,0.0197996092007492
"593",593,"Espinosa-Andrade 2012","Leopardus wiedii","Mammals","Carn","Tropical forest",16.5,0.25,3.25,1.11474167059799,0.420091829191619
"594",594,"Espinosa-Andrade 2012","Mazama americana","Mammals","Herb","Tropical forest",16.5,0.25,22.8,0.19525235551281,0.013865550552482
"595",595,"Espinosa-Andrade 2012","Mazama gouazoubira","Mammals","Omn","Tropical forest",16.5,0.25,16.63,0.980250381794404,0.0825126495249829
"596",596,"Espinosa-Andrade 2012","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",16.5,0.25,22.33,-0.268263986594679,0.140582242644896
"597",597,"Espinosa-Andrade 2012","Nasua nasua","Mammals","Frug","Tropical forest",16.5,0.25,3.79,-0.302442488034901,0.127257326835952
"598",598,"Espinosa-Andrade 2012","Pecari tajacu","Mammals","Herb","Tropical forest",16.5,0.25,21.27,-0.205354146960204,0.00954202975239274
"599",599,"Espinosa-Andrade 2012","Priodontes maximus","Mammals","Inver","Tropical forest",16.5,0.25,45.36,0.0945427200582904,0.157634827426144
"600",600,"Espinosa-Andrade 2012","Puma yagouaroundi","Mammals","Carn","Tropical forest",16.5,0.25,6.88,0.243787878894556,0.427353342118468
"601",601,"Espinosa-Andrade 2012","Tamandua tetradactyla","Mammals","Inver","Tropical forest",16.5,0.25,5.52,-0.133531392624523,0.339553662295784
"602",602,"Espinosa-Andrade 2012","Tapirus terrestris","Mammals","Herb","Tropical forest",16.5,0.25,207.5,0.530667544564995,0.0413816678538234
"603",603,"Espinosa-Andrade 2012","Tayassu pecari","Mammals","Frug","Tropical forest",16.5,0.25,32.23,1.10528471979453,0.00837596553481698
"604",604,"Espinosa-Andrade 2012","Mitu salvini","Birds","Frug","Tropical forest",3.8,1.54,3.1,-1.50884839819264,0.0372579253007726
"605",605,"Espinosa-Andrade 2012","Nothocrax urumutum","Birds","Frug","Tropical forest",3.8,1.54,1.7,1.53711725085447,0.372077463131014
"606",606,"Espinosa-Andrade 2012","Penelope jacquacu","Birds","Frug","Tropical forest",3.8,1.54,1.49,2.52127429395888,1.54812173755105
"607",607,"Espinosa-Andrade 2012","Psophia crepitans","Birds","Frug","Tropical forest",3.8,1.54,1.03,0.131889140718854,0.00594797846997303
"608",608,"Espinosa-Andrade 2012","Atelocynus microtis","Mammals","Carn","Tropical forest",3.8,1.54,7.75,0.788833724689375,0.120534603819762
"609",609,"Espinosa-Andrade 2012","Cuniculus paca","Mammals","Omn","Tropical forest",3.8,1.54,8.17,-0.0178652135578697,0.0697235488339824
"610",610,"Espinosa-Andrade 2012","Dasyprocta fuliginosa","Mammals","Omn","Tropical forest",3.8,1.54,3.5,-0.262911999596483,0.0104085681482967
"611",611,"Espinosa-Andrade 2012","Dasypus novemcinctus","Mammals","Inver","Tropical forest",3.8,1.54,4.2,-0.195290444511569,0.085310767321341
"612",612,"Espinosa-Andrade 2012","Didelphis marsupialis","Mammals","Carn","Tropical forest",3.8,1.54,1.09,0.508984244842436,0.0849486127931571
"613",613,"Espinosa-Andrade 2012","Eira barbara","Mammals","Carn","Tropical forest",3.8,1.54,3.91,0.625705899764413,0.179111330299905
"614",614,"Espinosa-Andrade 2012","Leopardus pardalis","Mammals","Carn","Tropical forest",3.8,1.54,11.9,0.269625624204699,0.0149545643249871
"615",615,"Espinosa-Andrade 2012","Leopardus wiedii","Mammals","Carn","Tropical forest",3.8,1.54,3.25,0.424257607457532,0.543845165471878
"616",616,"Espinosa-Andrade 2012","Mazama americana","Mammals","Herb","Tropical forest",3.8,1.54,22.8,-0.668587235438757,0.0239493108523121
"617",617,"Espinosa-Andrade 2012","Nasua nasua","Mammals","Frug","Tropical forest",3.8,1.54,3.79,-0.955511445027436,0.20799473481928
"618",618,"Espinosa-Andrade 2012","Pecari tajacu","Mammals","Herb","Tropical forest",3.8,1.54,21.27,-1.07365133702841,0.0180483858591498
"619",619,"Espinosa-Andrade 2012","Priodontes maximus","Mammals","Inver","Tropical forest",3.8,1.54,45.36,0.21551962620355,0.15500915081681
"620",620,"Espinosa-Andrade 2012","Puma yagouaroundi","Mammals","Carn","Tropical forest",3.8,1.54,6.88,0.142691762023187,0.465743562133112
"621",621,"Espinosa-Andrade 2012","Tamandua tetradactyla","Mammals","Inver","Tropical forest",3.8,1.54,5.52,-0.701244390792565,0.509148786706739
"622",622,"Espinosa-Andrade 2012","Tapirus terrestris","Mammals","Herb","Tropical forest",3.8,1.54,207.5,-1.64825790428368,0.176267751924966
"623",623,"Espinosa-Andrade 2012","Mitu salvini","Birds","Frug","Tropical forest",3.9,3.81,3.1,-2.32067571682851,0.0682761509290875
"624",624,"Espinosa-Andrade 2012","Nothocrax urumutum","Birds","Frug","Tropical forest",3.9,3.81,1.7,0,0.59907642384657
"625",625,"Espinosa-Andrade 2012","Penelope jacquacu","Birds","Frug","Tropical forest",3.9,3.81,1.49,2.53897387105828,1.53154908209027
"626",626,"Espinosa-Andrade 2012","Psophia crepitans","Birds","Frug","Tropical forest",3.9,3.81,1.03,0.182787503839738,0.00547540868107279
"627",627,"Espinosa-Andrade 2012","Atelocynus microtis","Mammals","Carn","Tropical forest",3.9,3.81,7.75,-0.221591960622791,0.178988666923892
"628",628,"Espinosa-Andrade 2012","Cuniculus paca","Mammals","Omn","Tropical forest",3.9,3.81,8.17,0.150772298235631,0.0603037151673354
"629",629,"Espinosa-Andrade 2012","Dasyprocta fuliginosa","Mammals","Omn","Tropical forest",3.9,3.81,3.5,-0.344653680572355,0.0101564163982131
"630",630,"Espinosa-Andrade 2012","Dasypus novemcinctus","Mammals","Inver","Tropical forest",3.9,3.81,4.2,0.853282318702444,0.0512267817817144
"631",631,"Espinosa-Andrade 2012","Didelphis marsupialis","Mammals","Carn","Tropical forest",3.9,3.81,1.09,0.457108757233467,0.0825928490102327
"632",632,"Espinosa-Andrade 2012","Eira barbara","Mammals","Carn","Tropical forest",3.9,3.81,3.91,0.0992549580953413,0.212589653060327
"633",633,"Espinosa-Andrade 2012","Leopardus pardalis","Mammals","Carn","Tropical forest",3.9,3.81,11.9,-0.145527697717883,0.0173052523528689
"634",634,"Espinosa-Andrade 2012","Leopardus wiedii","Mammals","Carn","Tropical forest",3.9,3.81,3.25,-0.0246926125903715,0.632960698251448
"635",635,"Espinosa-Andrade 2012","Mazama americana","Mammals","Herb","Tropical forest",3.9,3.81,22.8,-1.24724210600522,0.0334707337116495
"636",636,"Espinosa-Andrade 2012","Mazama gouazoubira","Mammals","Omn","Tropical forest",3.9,3.81,16.63,-0.0752957618170672,0.123312489295032
"637",637,"Espinosa-Andrade 2012","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",3.9,3.81,22.33,0.385662480811985,0.100088790859094
"638",638,"Espinosa-Andrade 2012","Nasua nasua","Mammals","Frug","Tropical forest",3.9,3.81,3.79,-0.50808213782024,0.14066405788698
"639",639,"Espinosa-Andrade 2012","Pecari tajacu","Mammals","Herb","Tropical forest",3.9,3.81,21.27,-0.799125238057692,0.0135105782635699
"640",640,"Espinosa-Andrade 2012","Priodontes maximus","Mammals","Inver","Tropical forest",3.9,3.81,45.36,-0.0191699161077201,0.163765230478898
"641",641,"Espinosa-Andrade 2012","Puma yagouaroundi","Mammals","Carn","Tropical forest",3.9,3.81,6.88,-0.711723566132881,0.71640890794687
"642",642,"Espinosa-Andrade 2012","Speothos venaticus","Mammals","Carn","Tropical forest",3.9,3.81,6,-0.704981638206948,1.36127240036286
"643",643,"Espinosa-Andrade 2012","Tamandua tetradactyla","Mammals","Inver","Tropical forest",3.9,3.81,5.52,0.110588760022356,0.293777259631931
"644",644,"Espinosa-Andrade 2012","Tapirus terrestris","Mammals","Herb","Tropical forest",3.9,3.81,207.5,-0.512162522360832,0.0685394360066315
"645",645,"Espinosa-Andrade 2012","Tayassu pecari","Mammals","Frug","Tropical forest",3.9,3.81,32.23,-2.72668732710095,0.10125003470397
"646",646,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",5,1.23,23.71,-1.16220339144964,0.0498834998450706
"647",647,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",10,1.23,23.71,-1.24921476843927,0.0532202103004888
"648",648,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",15,1.23,23.71,-0.375124391055492,0.0290707029757177
"649",649,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",20,1.23,23.71,-0.646842612518259,0.0345729096386496
"650",650,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",15,1.23,23.71,-1.24002394271794,0.0819913446767765
"651",651,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",20,1.23,23.71,-0.052643733485422,0.0375914576998628
"652",652,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",5,1.23,23.71,-1.35314215380299,0.0742408869587896
"653",653,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",10,1.23,23.71,-1.14224722456498,0.0628059563327525
"654",654,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",15,1.23,23.71,-0.0530689681302285,0.0312101782850987
"655",655,"Eves, 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor","Mammals","Herb","Tropical forest",20,1.23,23.71,0.191641288742757,0.027709987669484
"656",656,"Fay and Agnagna, 1991","Loxodonta africana","Mammals","Herb","Tropical forest",36.1,0.37,3940.03,-0.170138013974214,0.0602074743756246
"657",657,"Fay and Agnagna, 1991","Loxodonta africana","Mammals","Herb","Tropical forest",5.6,0.85,3940.03,-1.62569843330588,0.334208629576589
"658",658,"Fay and Agnagna, 1991","Loxodonta africana","Mammals","Herb","Tropical forest",23.9,1.23,3940.03,-0.664528375254293,0.0638451543398791
"659",659,"Fay, 1991","Loxodonta africana","Mammals","Herb","Tropical forest",25,0.49,3940.03,0.834052633637183,0.548478239778906
"660",660,"Fay, 1991","Loxodonta africana","Mammals","Herb","Tropical forest",18.5,1.2,3940.03,-0.571473089410595,0.263253911378492
"661",661,"Fimbel et al, 2000","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",5,2.97,16.74,-1.81993034619475,0.544299157478632
"662",662,"Fimbel et al, 2000","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",15,2.97,16.74,-1.01127027851296,4.53878630645214
"663",663,"Fimbel et al, 2000","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",25,2.97,16.74,-0.873882694198265,0.725967568892792
"664",664,"Fimbel et al, 2000","Philantomba monticola","Mammals","Frug","Tropical forest",5,2.97,4.9,-0.0565426502736943,5.42463044216391
"665",665,"Fimbel et al, 2000","Philantomba monticola","Mammals","Frug","Tropical forest",15,2.97,4.9,-0.524885609334289,5.58283287765271
"666",666,"Fimbel et al, 2000","Philantomba monticola","Mammals","Frug","Tropical forest",25,2.97,4.9,-0.996660718228407,5.56276272034871
"667",667,"Fragoso, 1991","Tapirus bairdii","Mammals","Herb","Tropical forest",2,3.77,300,-1.38629436111989,0.044629375
