Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Cabassu, 2010",56,Mammals,Northern tamandua,186,Tamandua mexicana,Pilosa,4.21,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0,0.023,0,0.151,n/km,5,-8.263,0.284,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,White lipped peccary (groups),190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0,0.091,0,0.302,n/km,1,-8.263,0.31,Tropical forest,0.73,1485
"Chiarello, 1999",155,Mammals,Brown Howler Monkey,288,Alouatta guariba,Primates,5.19,Herb,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,0,0.15,0,0.387,n/10km,6.9,-8.263,0.093,Atlantic forest,28.88,173.3
"Chiarello, 1999",155,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,0,1.32,0,1.149,n/10km,6.9,-8.263,0.059,Atlantic forest,28.88,173.3
"Chiarello, 1999",155,Mammals,Jaguarundi,207,Puma yagouaroundi,Carnivores,6.88,Carn,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,0,0.12,0,0.346,n/10km,6.9,-8.263,0.093,Atlantic forest,28.88,173.3
"Chiarello, 1999",155,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,0,0.12,0,0.346,n/10km,6.9,-8.263,0.093,Atlantic forest,28.88,173.3
"Cronin, 2013",66,Mammals,Black Colobus,58,Colobus satanas,Primates,4.32,Herb,SC,Africa,Equatorial Guinea,8.579,3.249,Yes,Settlement,11,10,0,0.07,0,0.265,primate groups/km,2,-8.263,0.271,Tropical forest,7.84,119
"Cronin, 2013",67,Mammals,Red-eared Monkey,47,Cercopithecus erythrotis,Primates,3.92,Frug,SC,Africa,Equatorial Guinea,8.571,3.399,Yes,Settlement,11,6,0,0.38,0,0.616,primate groups/km,0.1,-8.263,0.359,Tropical forest,7.84,90
"Cronin, 2013",67,Mammals,Black Colobus,58,Colobus satanas,Primates,4.32,Herb,SC,Africa,Equatorial Guinea,8.571,3.399,Yes,Settlement,11,6,0,0.1,0,0.316,primate groups/km,0.1,-8.263,0.399,Tropical forest,7.84,90
"Cronin, 2013",67,Mammals,Black Colobus,58,Colobus satanas,Primates,4.32,Herb,SC,Africa,Equatorial Guinea,8.571,3.399,Yes,Settlement,10,6,0,0.1,0,0.316,primate groups/km,2,-8.263,0.408,Tropical forest,7.84,90
"Cronin, 2013",67,Mammals,Black Colobus,58,Colobus satanas,Primates,4.32,Herb,SC,Africa,Equatorial Guinea,8.571,3.399,Yes,Settlement,8,6,0,0.1,0,0.316,primate groups/km,4,-8.263,0.433,Tropical forest,7.84,90
"Cullen Jr. et al., 2000; 2001",116,Mammals,South American red and gray brocket deer,101,Mazama americana and M. gouazoubira,Cetartiodactyla,18.59,Herb,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,0,0.1,0,0.13,n/10 km,2.5,-8.263,0.35,Atlantic deciduous forest,18.45,154
"Cullen Jr. et al., 2000; 2001",116,Mammals,Lowland tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,0,0.129,0,0.051,n/10 km,2.5,-8.263,0.295,Atlantic deciduous forest,18.45,154
"Cullen Jr. et al., 2000; 2001",116,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,0,6.43,0,3.229,n/10 km,2.5,-8.263,0.215,Atlantic deciduous forest,18.45,154
"Cullen Jr. et al., 2000; 2001",117,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Brazil,-49.894,-22.841,No,Settlement,6,6,0,0.014,0,0.017,n/10 km,2.5,-8.263,0.335,Atlantic deciduous forest,31.98,12
"Cullen Jr. et al., 2000; 2001",117,Mammals,South American red and gray brocket deer,101,Mazama americana and M. gouazoubira,Cetartiodactyla,18.59,Herb,S,S America,Brazil,-49.894,-22.841,No,Settlement,6,6,0,0.1,0,0.13,n/10 km,2.5,-8.263,0.35,Atlantic deciduous forest,31.98,12
"Cullen Jr. et al., 2000; 2001",117,Mammals,Lowland tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Brazil,-49.894,-22.841,No,Settlement,6,6,0,0.129,0,0.051,n/10 km,2.5,-8.263,0.295,Atlantic deciduous forest,31.98,12
"Cullen Jr. et al., 2000; 2001",117,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Brazil,-49.894,-22.841,No,Settlement,6,6,0,6.43,0,3.229,n/10 km,2.5,-8.263,0.215,Atlantic deciduous forest,31.98,12
"Davies et al., 2008",147,Mammals,Olive colobus,332,Procolobus verus,Primates,4,Herb,SC,Africa,Sierra Leone,-10.957,7.603,No,Settlement,1,1,0,7.2,0,2.683,n/km2,0.98,-8.263,1.171,Tropical forest,3.82,410
"Davies et al., 2008",148,Mammals,Sooty mangabey,326,Cercocebus atys,Primates,6.94,Frug,SC,Africa,Sierra Leone,-11.165,7.905,No,Settlement,1,1,0,73.5,0,8.573,n/km2,1.74,-8.263,1.015,Farmbush,249.06,5
"Davies et al., 2008",148,Mammals,Diana monkey,328,Cercopithecus diana,Primates,4.18,Omn,SC,Africa,Sierra Leone,-11.165,7.905,No,Settlement,1,1,0,14,0,3.742,n/km2,1.74,-8.263,1.086,Farmbush,249.06,5
"De Andrade Melo et al., 2015",74,Mammals,Crab-eating fox,202,Cerdocyon thous,Carnivores,5.24,Carn,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,0.02,0,0.141,n/10 km,2.7,-8.263,0.087,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,0.09,0,0.3,n/10 km,2.7,-8.263,0.098,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,Red brocket deer,100,Mazama americana,Cetartiodactyla,22.8,Herb,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,2.66,0,1.631,n/10 km,2.7,-8.263,0.048,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,"Amazonian Brown Brocket,",215,Mazama nemorivaga,Cetartiodactyla,17.58,Omn,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,1.25,0,1.118,n/10 km,2.7,-8.263,0.063,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,Kinkajou,217,Potos flavus,Carnivores,3,Frug,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,0.08,0,0.283,n/10 km,2.7,-8.263,0.097,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,Southern Tamandua,209,Tamandua tetradactyla,Pilosa,5.52,Inver,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,0.05,0,0.224,n/10 km,2.7,-8.263,0.094,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0,10.69,0,3.27,n/10 km,2.7,-8.263,0.036,Camparina Forest,0.31,580
"Demmer et al., 2002",35,Birds,White-crowned parrot,137,Pionus senilis,Psittaciformes,0.21,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-6.644,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Birds,White-crowned parrot,137,Pionus senilis,Psittaciformes,0.21,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-6.644,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Birds,Keel-billed toucan,161,Ramphastos sulfuratus,Piciformes,0.41,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-6.644,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Spider monkey,16,Ateles geoffroyi,Primates,5.28,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,2,0,2.646,n/km,0.68,-8.263,0.861,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,White-faced capuchin,31,Cebus capuchinus,Primates,2.73,Omn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.667,0,0.577,n/km,0.68,-8.263,0.618,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,White-faced capuchin,31,Cebus capuchinus,Primates,2.73,Omn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.667,0,0.577,n/km,1.93,-8.263,0.618,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Striped Hog-nosed Skunk,59,Conepatus semistriatus,Carnivores,1.2,Carn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Striped Hog-nosed Skunk,59,Conepatus semistriatus,Carnivores,1.2,Carn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,white-nosed coati,110,Nasua narica,Carnivores,4.03,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,1,0,1,n/km,0.68,-8.263,0.667,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Jaguar,122,Panthera onca,Carnivores,100,Carn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Jaguar,122,Panthera onca,Carnivores,100,Carn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Baird's tapir,187,Tapirus bairdii,Perissodactyla,300,Herb,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-8.263,0.891,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,1,0,1,n/km,0.68,-8.263,0.667,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,0,1,0,1,n/km,1.93,-8.263,0.667,Tropical forest,0.29,348
"Demmer et al., 2002",36,Birds,White-crowned parrot,137,Pionus senilis,Psittaciformes,0.21,Frug,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,1,0,1,n/km,0.68,-6.644,0.667,Tropical forest,0.37,399
"Demmer et al., 2002",36,Mammals,Howler monkey,3,Alouatta palliata,Primates,7.27,Herb,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,1,0,1.732,n/km,0.68,-8.263,1.071,Tropical forest,0.37,399
"Demmer et al., 2002",36,Mammals,White-faced capuchin,31,Cebus capuchinus,Primates,2.73,Omn,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,1.333,0,2.309,n/km,0.68,-8.263,1.116,Tropical forest,0.37,399
"Demmer et al., 2002",36,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,0.68,-8.263,0.891,Tropical forest,0.37,399
"Demmer et al., 2002",36,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,0.333,0,0.577,n/km,1.93,-8.263,0.891,Tropical forest,0.37,399
"Demmer et al., 2002",36,Mammals,Baird's tapir,187,Tapirus bairdii,Perissodactyla,300,Herb,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,0,0.667,0,1.155,n/km,1.93,-8.263,1.004,Tropical forest,0.37,399
"Dethier, 1995",18,Mammals,Peters' Duiker,33,Cephalophus callipygus,Cetartiodactyla,18.25,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,2.5,0,1.581,n/km,2.5,-8.263,0.247,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Bay Duiker,37,Cephalophus dorsalis,Cetartiodactyla,20,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.6,0,0.775,n/km,7.5,-8.263,0.39,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Bay Duiker,37,Cephalophus dorsalis,Cetartiodactyla,20,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.6,0,0.775,n/km,12.5,-8.263,0.39,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,White-bellied Duiker,39,Cephalophus leucogaster,Cetartiodactyla,12.7,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.2,0,0.447,n/km,2.5,-8.263,0.472,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,White-bellied Duiker,39,Cephalophus leucogaster,Cetartiodactyla,12.7,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.2,0,0.447,n/km,12.5,-8.263,0.472,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Black-fronted duiker,40,Cephalophus nigrifons,Cetartiodactyla,13.9,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.4,0,0.633,n/km,12.5,-8.263,0.431,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.4,0,0.633,n/km,2.5,-8.263,0.431,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.4,0,0.633,n/km,7.5,-8.263,0.431,Tropical forest,4.51,232
"Dethier, 1995",18,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,0,0.4,0,0.633,n/km,12.5,-8.263,0.431,Tropical forest,4.51,232
"Doherty, 2005",139,Mammals,Northern tamandua,186,Tamandua mexicana,Pilosa,4.21,Inver,S,C America,Belize,-89.118,16.371,Yes,Settlement,1,1,0,2.749,0,1.658,obs/hour,1.05,-8.263,1.441,Tropical forest,3.96,559.8
"Doherty, 2005",139,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,C America,Belize,-89.118,16.371,Yes,Settlement,1,1,0,460.44,0,21.458,obs/hour,1.05,-8.263,1.002,Tropical forest,3.96,559.8
"Doherty, 2005",139,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,0,5.22,0,2.285,obs/hour,11.68,-8.263,1.237,Tropical forest,4.4,348
"Doherty, 2005",139,Mammals,Margay,206,Leopardus wiedii,Carnivores,3.25,Carn,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,0,2.749,0,1.658,obs/hour,11.68,-8.263,1.441,Tropical forest,4.4,348
"Doherty, 2005",139,Mammals,Northern tamandua,186,Tamandua mexicana,Pilosa,4.21,Inver,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,0,2.749,0,1.658,obs/hour,11.68,-8.263,1.441,Tropical forest,4.4,348
"Doherty, 2005",139,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,0,460.44,0,21.458,obs/hour,11.68,-8.263,1.002,Tropical forest,4.4,348
"Emmons, 1984",152,Mammals,Howler monkeys,6,Alouatta spp,Primates,6.5,Herb,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,1,0,1,groups/10 km,5.9,-8.263,2,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Spider monkey,336,Ateles spp,Primates,6.53,Frug,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,1.6,0,1.265,groups/10 km,5.9,-8.263,1.706,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Black-shouldered Opossum,344,Caluromysiops irrupta,Didelphimorphia,0.25,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.3,0,0.548,n/10 km,5.9,-8.263,2.715,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Pygmy marmoset,29,Cebuella pygmaea,Primates,0.13,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.2,0,0.447,groups/10 km,5.9,-8.263,2.831,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,1.9,0,1.378,groups/10 km,5.9,-8.263,1.613,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Amazon Bamboo Rat,349,Dactylomys dactylinus,Rodentia,0.65,Herb,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.9,0,0.949,n/10 km,5.9,-8.263,2.071,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Black-eared Opossum,243,Didelphis marsupialis,Didelphimorphia,1.09,Carn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,1.5,0,1.225,n/10 km,5.9,-8.263,1.744,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Ocelot and Margay,353,Leopardus pardalis and L. wiedii,Carnivores,7.58,Carn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.3,0,0.548,n/10 km,5.9,-8.263,2.715,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals, Brown Four-eyed Opossum,357,Metachirus nudicaudatus,Didelphimorphia,0.38,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.3,0,0.548,n/10 km,5.9,-8.263,2.715,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Jaguar,122,Panthera onca,Carnivores,100,Carn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.1,0,0.316,n/10 km,5.9,-8.263,2.851,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Gray Four-eyed Opossum,358,Philander opossum,Didelphimorphia,0.59,Carn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.5,0,0.707,n/10 km,5.9,-8.263,2.457,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Kinkajou,217,Potos flavus,Carnivores,3,Frug,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,1.9,0,1.378,n/10 km,5.9,-8.263,1.613,Tropical forest,1.37,424
"Emmons, 1984",152,Mammals,Small squirrels,362,Sciurus spp (small),Rodentia,0.2,Frug,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,0,0.4,0,0.632,n/10 km,5.9,-8.263,2.583,Tropical forest,1.37,424
Endo et al 2010,57,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,0,0.07,0,0.265,n/km2,15,-8.263,0.933,Tropical forest,0.08,1667
Endo et al 2010,57,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,0,0.04,0,0.2,n/km2,15,-8.263,0.893,Tropical forest,0.08,1667
Endo et al 2010,57,Birds,Blue-throated Piping-guan,139,Pipile cumanensis,Galliformes,1.24,Frug,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0,11.4,0,1.596,n/km2,2.7,-6.644,0.344,Tropical forest,0.08,1787
Endo et al 2010,57,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0,1.88,0,0.799,n/km2,2.7,-8.263,0.433,Tropical forest,0.08,1787
Endo et al 2010,57,Mammals,Black-capped squirrel monkey,169,Saimiri boliviensis,Primates,0.62,Omn,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0,29.3,0,5.421,n/km2,2.7,-8.263,0.346,Tropical forest,0.08,1787
Endo et al 2010,57,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,0,0.07,0,0.265,n/km2,2.7,-8.263,0.933,Tropical forest,0.08,1135
Endo et al 2010,57,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,0,0.07,0,0.265,n/km2,30,-8.263,0.933,Tropical forest,0.08,1706
Endo et al 2010,57,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0,0.07,0,0.265,n/km2,2.7,-8.263,0.933,Tropical forest,0.08,1787
Endo et al 2010,57,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,0,0.04,0,0.2,n/km2,30,-8.263,0.893,Tropical forest,0.08,1706
Endo et al 2010,57,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0,0.04,0,0.2,n/km2,2.7,-8.263,0.893,Tropical forest,0.08,1787
Espinosa-Andrade 2012,133,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,SC,S America,Ecuador,-76.01,-0.7,Yes,Settlement,25,26,0,0.085,0,0.292,n/100 trap days,16.5,-8.263,0.11,Tropical forest,0.25,1784
Espinosa-Andrade 2012,133,Mammals,Grey brocket deer,103,Mazama gouazoubira,Cetartiodactyla,16.63,Omn,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0,0.648,0,0.805,n/100 trap days,3.8,-8.263,0.093,Tropical forest,1.54,1484
Espinosa-Andrade 2012,133,Mammals,Giant anteater,109,Myrmecophaga tridactyla,Pilosa,22.33,Inver,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0,0.646,0,0.804,n/100 trap days,3.8,-8.263,0.093,Tropical forest,1.54,1484
Espinosa-Andrade 2012,133,Mammals,Bush dog,180,Speothos venaticus,Carnivores,6,Carn,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0,0.085,0,0.292,n/100 trap days,3.8,-8.263,0.114,Tropical forest,1.54,1484
Espinosa-Andrade 2012,133,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0,6.174,0,2.485,n/100 trap days,3.8,-8.263,0.051,Tropical forest,1.54,1484
"Eves, 2006",97,Mammals,Red duikers,273,"Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor",Cetartiodactyla,23.71,Herb,C,Africa,Congo,17.168,2.595,No,Settlement,200,200,0,0.273,0,0.522,kg/hr_n/hr,5,-8.263,0.014,Tropical forest,1.23,536
"Eves, 2006",97,Mammals,Red duikers,273,"Cephalophus callipygus, C. dorsalis, C. leucogaster, C. monticola, C. nigrifrons and C. sylvicultor",Cetartiodactyla,23.71,Herb,C,Africa,Congo,17.168,2.595,No,Settlement,200,200,0,0.273,0,0.522,kg/hr_n/hr,10,-8.263,0.014,Tropical forest,1.23,536
"Fay, 1991",13,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Central African Republic,17.192,3.8,No,Settlement,3,6,0,0.912,0,0.601,n/km2,12.3,-8.263,0.435,Tropical forest,1.76,711
"Glanz, 1991",161,Mammals,Spider monkey,336,Ateles spp,Primates,6.53,Frug,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.05,0,0.224,sightings/km,4.2,-8.263,0.207,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Sloth,339,"Bradypus variegatus, Choloepus hoffmanni",Pilosa,4.55,Herb,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.06,0,0.245,sightings/km,4.2,-8.263,0.208,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Tayra,204,Eira barbara,Carnivores,3.91,Carn,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.01,0,0.1,sightings/km,4.2,-8.263,0.199,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Red brocket deer and Central American Red brocket deer,367,Mazama americana and M. temama,Cetartiodactyla,20.8,Herb,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.04,0,0.2,sightings/km,4.2,-8.263,0.206,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,White -tailed deer,114,Odocoileus virginianus,Cetartiodactyla,55.51,Herb,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.01,0,0.1,sightings/km,4.2,-8.263,0.199,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Tamarins,218,Saguinus spp,Primates,0.47,Omn,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.03,0,0.173,sightings/km,4.2,-8.263,0.204,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Baird's tapir,187,Tapirus bairdii,Perissodactyla,300,Herb,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.01,0,0.1,sightings/km,4.2,-8.263,0.199,Tropical forest,2.068,169
"Glanz, 1991",161,Mammals,Collared peccary and White-lipped peccary,363,Tayassu pecari and Pecari tajacu,Cetartiodactyla,26.75,Frug,SC,C America,Panama,-79.743333,9.159722,No,Road & Settlement,6,43,0,0.09,0,0.3,sightings/km,4.2,-8.263,0.209,Tropical forest,2.068,169
"Hayward, 2009",40,Mammals,Water mongoose,19,Atilax paludinosus,Carnivores,3.3,Carn,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,4,9,0,0.02,0,0.044,n/100m,0.25,-8.263,0.371,Subtropical forest,0,228
